iteration,effect_pp,in_95_ci,favours_treatment
2660,-0.5805234129174358,1,0
2661,-0.7470550074721222,1,0
2662,-0.9520686541078349,1,0
2663,-0.6309059746135243,1,0
2664,-0.5587355656895276,1,0
2665,-0.8514109392328939,1,0
2666,-0.42014951324614025,1,0
2667,-0.6823064090573705,1,0
2668,-0.4822968485190232,1,0
2669,-1.5001536620476597,0,0
2670,-0.938348838962616,1,0
2671,-0.47830015988820085,1,0
2672,-0.7255492551411113,1,0
2673,-1.082804589825609,1,0
2674,-0.4884903954212094,1,0
2675,-0.7468997962631563,1,0
2676,-0.8560404233725061,1,0
2677,-0.9788232600225932,1,0
2678,-0.29485644512332043,0,0
2679,-0.6391157918405221,1,0
2680,-1.1236297114974758,1,0
2681,-0.5150524627164837,1,0
2682,-1.2776040995824496,1,0
2683,-0.5795667689260681,1,0
2684,-0.8600624887409175,1,0
2685,-0.8322990099678934,1,0
2686,-0.6438363076492704,1,0
2687,-0.657621777726039,1,0
2688,-1.0865684616429867,1,0
2689,-1.1456518509305513,1,0
2690,-1.0908233438248427,1,0
2691,-0.7733186030223993,1,0
2692,-0.9828065225887611,1,0
2693,-0.9836989870403073,1,0
2694,-1.0553649595351682,1,0
2695,-0.7943452956618635,1,0
2696,-0.7365543495211846,1,0
2697,-0.6046021008692865,1,0
2698,-0.637926331035707,1,0
2699,-0.8214998802719642,1,0
2700,-1.0059539432868276,1,0
2701,-1.128530815252779,1,0
2702,-0.7575541900313398,1,0
2703,-0.73739458510583,1,0
2704,-0.7208958696556328,1,0
2705,-0.9552116810893574,1,0
2706,-0.8619115971838287,1,0
2707,-0.6797976529763605,1,0
2708,-0.8114529052749814,1,0
2709,-0.9129254789969871,1,0
2710,-0.7493563234772738,1,0
2711,-0.8564284513949166,1,0
2712,-0.6189308101774288,1,0
2713,-0.488620229892589,1,0
2714,-0.8740927263040654,1,0
2715,-0.6978499559079171,1,0
2716,-0.7487608553790048,1,0
2717,-0.8337466643237451,1,0
2718,-1.0401437857754825,1,0
2719,-0.9540983504973038,1,0
2720,-0.7838700144485122,1,0
2721,-0.6006964439076001,1,0
2722,-0.9451378539630712,1,0
2723,-0.8772089011562817,1,0
2724,-0.6383665879250128,1,0
2725,-0.8756060355914641,1,0
2726,-0.6684060059655994,1,0
2727,-0.32891792853232127,1,0
2728,-0.4992626729878352,1,0
2729,-1.269354004161491,1,0
2730,-0.8689976085375611,1,0
2731,-0.7967107912068422,1,0
2732,-1.3444465739264944,0,0
2733,-0.8087889379850083,1,0
2734,-0.8965028937595487,1,0
2735,-0.8010955078600751,1,0
2736,-0.9865569683414871,1,0
2737,-1.3449763870932134,0,0
2738,-0.6753770843043266,1,0
2739,-0.9703283971152554,1,0
2740,-1.3177815242891522,1,0
2741,-0.7782973123821813,1,0
2742,-0.9007055470745123,1,0
2743,-1.330777512256448,1,0
2744,-0.5368298346631772,1,0
2745,-0.8156033297230497,1,0
2746,-0.7108981727421082,1,0
2747,-0.6703446706859295,1,0
2748,-1.1140856975379088,1,0
2749,-0.91342991542612,1,0
2750,-0.654711567557964,1,0
2751,-1.0606794680504654,1,0
2752,-0.8470784514465562,1,0
2753,-1.1003017028528599,1,0
2754,-1.0807883195008001,1,0
2755,-1.0409466939496097,1,0
2756,-0.35509196780518226,1,0
2757,-0.9766264017512322,1,0
2758,-1.2014384774193503,1,0
2759,-0.9283138146385705,1,0
2760,-0.8448025121789909,1,0
2761,-0.9784874608670779,1,0
2762,-0.6445855115647853,1,0
2763,-1.3366486860677735,1,0
2764,-0.9927131878331524,1,0
2765,-0.9461721035589232,1,0
2766,-0.7713784629103493,1,0
2767,-0.7625717021933626,1,0
2768,-0.463171493189371,1,0
2769,-0.7004631697227204,1,0
2770,-1.2658751780244533,1,0
2771,-1.4004779679016726,0,0
2772,-0.9699015662906041,1,0
2773,-0.9711164038330083,1,0
2774,-0.4229925930909456,1,0
2775,-1.0596198417170273,1,0
2776,-0.686419506094918,1,0
2777,-0.8764462711761151,1,0
2778,-1.0133384263855516,1,0
2779,-0.6968022802474133,1,0
2780,-0.9781382356469109,1,0
2781,-0.7438866037530134,1,0
2782,-0.6968291323767195,1,0
2783,-0.9724879279760984,1,0
2784,-1.2111362271961608,1,0
2785,-0.6035932280110207,1,0
2786,-1.0181350724070615,1,0
2787,-1.09814217199202,1,0
2788,-1.043816625923724,1,0
2789,-0.49172445407186793,1,0
2790,-0.6002054335431217,1,0
2791,-0.4814954157366186,1,0
2792,-0.8643949765272552,1,0
2793,-0.9321538166687127,1,0
2794,-0.7036047213125202,1,0
2795,-0.9255588156794614,1,0
2796,-0.8591700242893741,1,0
2797,-0.9405859754279405,1,0
2798,-0.6874925584930108,1,0
2799,-0.8250309352758944,1,0
2800,-0.5678258966951372,1,0
2801,-0.40932500681262196,1,0
2802,-0.8115946904192928,1,0
2803,-0.47933588487577283,1,0
2804,-0.30055898166102823,0,0
2805,-0.7442224029085287,1,0
2806,-0.9012473109141661,1,0
2807,-0.642749829186523,1,0
2808,-0.7611106217728564,1,0
2809,-0.8713765301471943,1,0
2810,-0.9010025434277869,1,0
2811,-0.9058006648410194,1,0
2812,-0.9881986367085427,1,0
2813,-1.0292431491292025,1,0
2814,-0.6981096248506707,1,0
2815,-0.8516049532441006,1,0
2816,-0.9846690570963323,1,0
2817,-0.7873488405855472,1,0
2818,-0.9769487748420902,1,0
2819,-0.7252000299209443,1,0
2820,-0.9968889890188071,1,0
2821,-0.8435354457696886,1,0
2822,-0.8389328137593854,1,0
2823,-0.4291741893202,1,0
2824,-0.4224762059888809,1,0
2825,-0.849626010329807,1,0
2826,-0.9006786949452034,1,0
2827,-0.942382855003962,1,0
2828,-1.1776314090831907,1,0
2829,-1.1073891895983123,1,0
2830,-0.7871414005096888,1,0
2831,-0.9393965146231253,1,0
2832,-0.7471445637495383,1,0
2833,-0.9679748522432086,1,0
2834,-0.6072660681592623,1,0
2835,-0.5246994590181187,1,0
2836,-1.1517424154906697,1,0
2837,-0.5195267356471328,1,0
2838,-1.1777985709650856,1,0
2839,-1.0669640466217905,1,0
2840,-0.9748534235210771,1,0
2841,-0.06633272650471977,0,0
2842,-0.972255111162651,1,0
2843,-0.7235449354892343,1,0
2844,-0.7595853618125231,1,0
2845,-0.9240335557191282,1,0
2846,-0.9221844472762114,1,0
2847,-0.9129120529323353,1,0
2848,-0.2685928495730433,0,0
2849,-1.011126666657816,1,0
2850,-0.42470139178127086,1,0
2851,-0.6578545945394865,1,0
2852,-1.0736754560177615,1,0
2853,-1.027574628632838,1,0
2854,-0.21347929678699473,0,0
2855,-1.0065882141873372,1,0
2856,-0.714376998879146,1,0
2857,-0.7922111415386068,1,0
2858,-0.9025680815820808,1,0
2859,-0.5700884098980508,1,0
2860,-0.7543081807077467,1,0
2861,-0.9813708189058468,1,0
2862,-0.5310228403916817,1,0
2863,-0.036745516026368,0,0
2864,-0.8914465787952852,1,0
2865,-0.7893531602374243,1,0
2866,-0.005516637180963402,0,0
2867,-0.8031893837893711,1,0
2868,-0.9172057379164322,1,0
2869,-1.0020229095875521,1,0
2870,-0.7858877601650438,1,0
2871,-0.7368513458744591,1,0
2872,-1.1870590146360327,1,0
2873,-1.239133998174352,1,0
2874,-0.5942447034543802,1,0
2875,-0.7508308299624317,1,0
2876,-0.7834431836238581,1,0
2877,-0.6629094341120301,1,0
2878,-0.8368106103090633,1,0
2879,-1.2150806869600905,1,0
2880,-0.9176071920034945,1,0
2881,-0.82695764932329,1,0
2882,-1.0126653526828011,1,0
2883,-0.5261083105717296,1,0
2884,-0.6440691244627178,1,0
2885,-0.7058418577778447,1,0
2886,-0.7409629675202839,1,0
2887,-0.8492514083720509,1,0
2888,-0.877299932825415,1,0
2889,-0.8683125841618761,1,0
2890,-0.8751150252269857,1,0
2891,-0.9923624872212627,1,0
2892,-0.7744036060934267,1,0
2893,-0.5761401716559228,1,0
2894,-0.7581616088025406,1,0
2895,-1.0312086659788389,1,0
2896,-1.0105834274264425,1,0
2897,-0.8494588484479093,1,0
2898,-0.672337039664872,1,0
2899,-0.9605649924068982,1,0
2900,-0.6555130003403714,1,0
2901,-0.8337600903883996,1,0
2902,-0.407475898369708,1,0
2903,-1.0281835227957614,1,0
2904,-0.7002557296468592,1,0
2905,-0.8574119475155961,1,0
2906,-0.7910724342089642,1,0
2907,-1.061701766973386,1,0
2908,-0.7956377388087493,1,0
2909,-0.6824616202663336,1,0
2910,-0.8390745989036968,1,0
2911,-1.0366664350301673,1,0
2912,-0.9474137932306365,1,0
2913,-0.5909852680661354,1,0
2914,-0.5312288050758202,1,0
2915,-0.9708970130842182,1,0
2916,-0.2787308562391594,0,0
2917,-1.0960736728003129,1,0
2918,-1.155337650034427,1,0
2919,-1.1226730675061054,1,0
2920,-0.7790330902330389,1,0
2921,-0.37848415598962515,1,0
2922,-1.0370410369879206,1,0
2923,-0.6507805338586914,1,0
2924,-0.7322084356701897,1,0
2925,-0.7858489573628002,1,0
2926,-0.5927448202316332,1,0
2927,-1.1364704882558085,1,0
2928,-0.6602335161491224,1,0
2929,-0.8355181671621748,1,0
2930,-0.7577496794342636,1,0
2931,-1.102486610451292,1,0
2932,-0.855574789745614,1,0
2933,-0.7545409975211942,1,0
2934,-1.2249216972729293,1,0
2935,-0.6456063350959829,1,0
2936,-0.7261312971747286,1,0
2937,-0.662315441405481,1,0
2938,-0.7946303413422007,1,0
2939,-0.7159022588394792,1,0
2940,-0.646448046072351,1,0
2941,-1.49945521160732,0,0
2942,-0.9111151733563139,1,0
2943,-0.9800141962191311,1,0
2944,-0.9435469390711909,1,0
2945,-0.7928051342451559,1,0
2946,-1.6228857452225713,0,0
2947,-0.8779849572011,1,0
2948,-0.5074754409982729,1,0
2949,-1.23888775529625,1,0
2950,-0.8097470573680987,1,0
2951,-0.7566363488422073,1,0
2952,-0.6320551572243815,1,0
2953,-0.821668517545579,1,0
2954,-0.8862992321618857,1,0
2955,-0.5941670978498986,1,0
2956,-0.9689314962345791,1,0
2957,-1.1322812610055022,1,0
2958,-0.7099803315529785,1,0
2959,-0.7820716594807708,1,0
2960,-0.98957016085163,1,0
2961,-0.6707849275752326,1,0
2962,-1.1448757948857302,1,0
2963,-0.9071707135923868,1,0
2964,-0.60743323004116,1,0
2965,-0.754011184354475,1,0
2966,-1.0661491877747287,1,0
2967,-1.0312220920434907,1,0
2968,-1.0713741400126098,1,0
2969,-0.2336389017125018,0,0
2970,-1.0422525631611501,1,0
2971,-0.9981306786905203,1,0
2972,-0.7489041159150361,1,0
2973,-1.1520916407108368,1,0
2974,-0.7493309467396875,1,0
2975,-0.21879380530229198,0,0
2976,-1.3285284251181917,1,0
2977,-0.8492379823073992,1,0
2978,-0.7999568005304325,1,0
2979,-0.629883675690604,1,0
2980,-1.2273140449472197,1,0
2981,-0.9258184846222123,1,0
2982,-1.0325667640572744,1,0
2983,-1.2483661143242675,1,0
2984,-0.8852530318931018,1,0
2985,-0.745904349469545,1,0
2986,-0.21231521271976583,0,0
2987,-0.36539713635319604,1,0
2988,-0.6972559632013708,1,0
2989,-1.0726665831594957,1,0
2990,-0.49220203837169185,1,0
2991,-0.6289658345014743,1,0
2992,-0.16864701120309078,0,0
2993,-0.9044679435001673,1,0
2994,-1.2899016371094056,1,0
2995,-0.6727250676872853,1,0
2996,-0.7678623093627907,1,0
2997,-0.3375814287132767,1,0
2998,-1.2062231727679285,1,0
2999,-0.530764646840648,1,0
3000,-1.0113729095359152,1,0
3001,-0.6546608140827914,1,0
3002,-0.7542574272325742,1,0
3003,-0.9566847121827954,1,0
3004,-0.7747020778384212,1,0
3005,-0.8077412623244989,1,0
3006,-0.7610464422330293,1,0
3007,-0.8275784941591452,1,0
3008,-1.0248345311301006,1,0
3009,-0.8107932576368854,1,0
3010,-1.0299415995695393,1,0
3011,-1.3093896437238821,1,0
3012,-0.7686891188827871,1,0
3013,-0.7200541586792647,1,0
3014,-0.3053556276825381,0,0
3015,-0.5954341642591954,1,0
3016,-0.286101913273229,0,0
3017,-1.0934604589855095,1,0
3018,-0.8151764988983984,1,0
3019,-0.6085719373708026,1,0
3020,-0.49334074570133446,1,0
3021,-0.9485913033625198,1,0
3022,-1.0626196081625183,1,0
3023,-0.7112220212246889,1,0
3024,-0.6905699305429835,1,0
3025,-0.9346371960121336,1,0
3026,-1.13654809386029,1,0
3027,-0.3988377749263361,1,0
3028,-0.9196368883929606,1,0
3029,-0.8201298315205913,1,0
3030,-0.7799001779469933,1,0
3031,-0.5798906174086488,1,0
3032,-1.2116660403628798,1,0
3033,-0.5172507963795675,1,0
3034,-0.8961268164100755,1,0
3035,-1.034092024017605,1,0
3036,-0.5387684993835073,1,0
3037,-0.8860276125461974,1,0
3038,-1.5359478454928492,0,0
3039,-0.9392935322810547,1,0
3040,-0.8049355098902145,1,0
3041,-0.7996463781125035,1,0
3042,-0.6779739212710301,1,0
3043,-1.1078264957041757,1,0
3044,-0.5185178627888642,1,0
3045,-1.0051644611773547,1,0
3046,-0.6320939600266223,1,0
3047,-0.9518224112297385,1,0
3048,-0.9768457925000251,1,0
3049,-0.927576561395993,1,0
3050,-0.9111151733563139,1,0
3051,-0.9601262109093123,1,0
3052,-1.099073439245804,1,0
3053,-0.7159544877063745,1,0
3054,-1.2534612320907716,1,0
3055,-0.892636039600106,1,0
3056,-0.7759691442477207,1,0
3057,-0.9219904332650075,1,0
3058,-1.0507220493309044,1,0
3059,-0.9755011204862413,1,0
3060,-0.37047882805504584,1,0
3061,-1.0091477237435253,1,0
3062,-0.9162998474002343,1,0
3063,-0.9603456016581025,1,0
3064,-0.8142332809716823,1,0
3065,-0.12019263894612331,0,0
3066,-1.1095084422651946,1,0
3067,-1.1011807412397516,1,0
3068,-0.8893766042118612,1,0
3069,-0.8210491481014437,1,0
3070,-0.6559010283627847,1,0
3071,-0.5740716724642186,1,0
3072,-0.7588346825052911,1,0
3073,-0.7381452644130648,1,0
3074,-0.5432427723141564,1,0
3075,-0.8030341725804052,1,0
3076,-0.7733186030223993,1,0
3077,-0.8278113109725926,1,0
3078,-0.682009412704096,1,0
3079,-0.9599575736356947,1,0
3080,-0.34135725120358895,1,0
3081,-0.6512461674855835,1,0
3082,-1.284975156616519,1,0
3083,-0.9900104177409358,1,0
3084,-0.8316125102004912,1,0
3085,-0.792960345454119,1,0
3086,-0.5866274035422087,1,0
3087,-0.6628974834390955,1,0
3088,-0.7410539991894199,1,0
3089,-0.8600878654785038,1,0
3090,-1.0494684089862594,1,0
3091,-0.8737046982816549,1,0
3092,-0.7633223815005946,1,0
3093,-0.930395739894932,1,0
3094,-1.0438434780530303,1,0
3095,-0.8504020663746281,1,0
3096,-0.7877876220831331,1,0
3097,-0.8079352763357056,1,0
3098,-0.3190500660901707,0,0
3099,-1.0894786718110616,1,0
3100,-0.8799370479860846,1,0
3101,-1.1547944108030561,1,0
3102,-0.8474157259937887,1,0
3103,-1.1463114985686473,1,0
3104,-1.392357706952091,0,0
3105,-1.345830048742516,0,0
3106,-0.7796539350688969,1,0
3107,-0.6011367007969032,1,0
3108,-0.9041321443446548,1,0
3109,-0.8247727417248607,1,0
3110,-0.8257413363891658,1,0
3111,-0.3406722268279039,1,0
3112,-0.9266333434692742,1,0
3113,-0.5529166207451003,1,0
3114,-0.9007577759414048,1,0
3115,-0.7860429713740069,1,0
3116,-0.4331440258217134,1,0
3117,-1.010634180901615,1,0
3118,-1.0322697677039998,1,0
3119,-0.5281126302236067,1,0
3120,-0.895300006890079,1,0
3121,-0.6517625545876482,1,0
3122,-0.9861689403190765,1,0
3123,-0.9316105774373362,1,0
3124,-0.8335004214456432,1,0
3125,-1.2334434123095788,1,0
3126,-0.5658991826477389,1,0
3127,-0.6634660994080582,1,0
3128,-0.4038299103507753,1,0
3129,-1.3518430076981502,0,0
3130,-0.7816970575230148,1,0
3131,-1.2335851974538876,1,0
3132,-0.33762023151551745,1,0
3133,-1.2106317907670305,1,0
3134,-0.7194586905809958,1,0
3135,-0.3844195093407776,1,0
3136,-0.9344431820009269,1,0
3137,-1.0423301687656317,1,0
3138,-0.3246376696128789,1,0
3139,-1.113220085215677,1,0
3140,-0.8826666702076075,1,0
3141,-0.8370568531871625,1,0
3142,-0.9669913561225291,1,0
3143,-0.5862528015844526,1,0
3144,-0.4207047031504457,1,0
3145,-0.813587059398238,1,0
3146,-0.8104962612836136,1,0
3147,-0.6556294087470965,1,0
3148,-0.33388321182744873,1,0
3149,-0.7608524282218226,1,0
3150,-0.9508791933030197,1,0
3151,-1.0734814420065575,1,0
3152,-0.8301648558446395,1,0
3153,-0.6979932164439484,1,0
3154,-0.7441447973040471,1,0
3155,-0.22403070821310767,0,0
3156,-0.9492494756088959,1,0
3157,-0.8576432889373209,1,0
3158,-1.1259578796319363,1,0
3159,-0.9325298940181859,1,0
3160,-0.5013968271110891,1,0
3161,-0.46768456892225807,1,0
3162,-0.8701751186694445,1,0
3163,-0.9019472367462256,1,0
3164,-1.2657721956823824,1,0
3165,-0.6427886319887638,1,0
3166,-0.4696112829696564,1,0
3167,-0.4019673758432041,1,0
3168,-1.0433121894945914,1,0
3169,-0.8140377915687558,1,0
3170,-1.03220558816417,1,0
3171,-0.6516073433786851,1,0
3172,-0.6924458911152065,1,0
3173,-0.7029450736744214,1,0
3174,-0.8321557494318649,1,0
3175,-0.47925827927129405,1,0
3176,-0.5352001169690535,1,0
3177,-0.4468787424233095,1,0
3178,-0.8949507816699093,1,0
3179,-1.107154897393145,1,0
3180,-0.92484841456619,1,0
3181,-1.246400597474631,1,0
3182,-1.1381002059499323,1,0
3183,-0.894640359251983,1,0
3184,-0.34954464247644035,1,0
3185,-0.9917296917124729,1,0
3186,-1.0504504297152162,1,0
3187,-0.8383239195964648,1,0
3188,-1.1243281619378127,1,0
3189,-0.7052210129419867,1,0
3190,-0.6759576509462212,1,0
3191,-0.475792879198908,1,0
3192,-0.7434985757306029,1,0
3193,-0.5612696985081295,1,0
3194,-0.8733823251907941,1,0
3195,-1.6729041802421158,0,0
3196,-1.0316235461305556,1,0
3197,-0.7494846825569307,1,0
3198,-0.6051453401006601,1,0
3199,-1.092684402940694,1,0
3200,-0.5319541076454659,1,0
3201,-0.32867168565421934,1,0
3202,-0.7669683695195273,1,0
3203,-1.3458434748071708,0,0
3204,-0.45214102207171425,1,0
3205,-0.6766949041887987,1,0
3206,-0.6206635102136204,1,0
3207,-0.4006346545023576,1,0
3208,-1.1091980198472657,1,0
3209,-0.3168129296248462,0,0
3210,-0.877674534783171,1,0
3211,-0.5440830078988046,1,0
3212,-0.8213715211923073,1,0
3213,-1.079352615817883,1,0
3214,-0.8006030221038768,1,0
3215,-0.7473520038253967,1,0
3216,-0.6237796850658339,1,0
3217,-0.7934006023434248,1,0
3218,-0.6795648361629131,1,0
3219,-0.8371598355292331,1,0
3220,-0.7792793331111381,1,0
3221,-0.7319114393169179,1,0
3222,-0.8664112468520668,1,0
3223,-0.5001685635040304,1,0
3224,-0.7555886731817008,1,0
3225,-0.6395172459275872,1,0
3226,-0.7313293972833035,1,0
3227,-1.2306108077459825,1,0
3228,-0.913080690205953,1,0
3229,-1.1214060010968057,1,0
3230,-0.8533122765427031,1,0
3231,-0.9685688449497576,1,0
3232,-1.3868223322962807,0,0
3233,-0.8505707036482457,1,0
3234,-0.6347847794459044,1,0
3235,-0.861871318989868,1,0
3236,-1.119995674151475,1,0
3237,-0.7224450309618352,1,0
3238,-0.7791509740314811,1,0
3239,-0.9728117764586791,1,0
3240,-0.6883850229445543,1,0
3241,-0.8894422591434081,1,0
3242,-0.7734738142313624,1,0
3243,-1.073029234444317,1,0
3244,-0.8352599736111438,1,0
3245,-0.7632582019607648,1,0
3246,-0.5618771172793302,1,0
3247,-0.7680026191153821,1,0
3248,-0.39974366544253404,1,0
3249,-1.1339885843041047,1,0
3250,-1.1852994624705349,1,0
3251,-0.34183483550341287,1,0
3252,-1.0074284497719854,1,0
3253,-1.148290441482941,1,0
3254,-0.43489015192255953,1,0
3255,-0.9628409316744635,1,0
3256,-0.7004765957873749,1,0
3257,-0.9441170304318708,1,0
3258,-0.8303454437911889,1,0
3259,-1.3439943663642566,1,0
3260,-0.5903509971656257,1,0
3261,-0.8588596018714478,1,0
3262,-0.9978202562725913,1,0
3263,-0.8562478634483645,1,0
3264,-0.39370385435759103,1,0
3265,-1.2256574751237896,1,0
3266,-0.715320216805862,1,0
3267,-0.8130318694939298,1,0
3268,-1.013984647958996,1,0
3269,-0.9428619146955058,1,0
3270,-1.00938054055697,1,0
3271,-1.2386295617452165,1,0
3272,-0.8591954010269603,1,0
3273,-1.023773429404942,1,0
3274,-0.7179573319665317,1,0
3275,-0.8692169992863513,1,0
3276,-1.2535776404974968,1,0
3277,-0.3809929120706379,1,0
3278,-0.8530272308623632,1,0
3279,-0.8322855839032417,1,0
3280,-1.1248325983669483,1,0
3281,-0.7070059418450764,1,0
3282,-1.047644677280929,1,0
3283,-1.1670277687901827,1,0
3284,-0.9735863571117803,1,0
3285,-1.0978959291139179,1,0
3286,-0.552424134988902,1,0
3287,-0.7295459437719365,1,0
3288,-0.8296216166132658,1,0
3289,-0.8074188892336381,1,0
3290,-0.7786196854730421,1,0
3291,-0.9097570752778783,1,0
3292,-0.9526506961414521,1,0
3293,-0.9126926621835424,1,0
3294,-0.7988315192654416,1,0
3295,-1.157018121203726,1,0
3296,-1.1745152342309773,1,0
3297,-1.7014049122577175,0,0
3298,-0.9248364638932555,1,0
3299,-1.249258578775811,1,0
3300,-0.8990638787074567,1,0
3301,-0.6097748242402723,1,0
3302,-1.0536710623012202,1,0
3303,-1.1178241926177002,1,0
3304,-0.4365586724189241,1,0
3305,-0.7040435028101061,1,0
3306,-1.042006320283051,1,0
3307,-0.9131448697457772,1,0
3308,-0.8315229539230751,1,0
3309,-0.4223075687152633,1,0
3310,-0.7884606957858836,1,0
3311,-0.9318314435778491,1,0
3312,-0.6750263836924342,1,0
3313,-0.997457604987767,1,0
3314,-1.3197470411387913,1,0
3315,-0.4480413510988185,1,0
3316,-0.3454181193742384,1,0
3317,-1.3927457349744987,0,0
3318,-0.6174816804298572,1,0
3319,-0.599675620376397,1,0
3320,-0.5963773821859142,1,0
3321,-0.6916041801388384,1,0
3322,-0.6325983964557552,1,0
3323,-0.935840082881606,1,0
3324,-0.4698694765206901,1,0
3325,-0.954874406542125,1,0
3326,-0.6960784530694875,1,0
3327,-0.7071103995788641,1,0
3328,-0.23678192869402148,0,0
3329,-1.0007304664406664,1,0
3330,-1.0510712745510715,1,0
3331,-0.7608270514842363,1,0
3332,-1.6093853208261426,0,0
3333,-0.9684912393452733,1,0
3334,-1.2042830326558756,1,0
3335,-0.9933071805397015,1,0
3336,-0.8875409218335989,1,0
3337,-0.8655322084651806,1,0
3338,-0.6049647521541079,1,0
3339,-1.183644368038825,1,0
3340,-0.8562478634483645,1,0
3341,-0.8664112468520668,1,0
3342,-0.7805986283873328,1,0
3343,-0.7925857434963629,1,0
3344,-0.6384695702670778,1,0
3345,-1.109442787333645,1,0
3346,-1.0027989656323733,1,0
3347,-0.9804276009791307,1,0
3348,-0.6415215655794643,1,0
3349,-0.6593664284351652,1,0
3350,-0.791551493900508,1,0
3351,-0.9557937231229718,1,0
3352,-1.061727143710975,1,0
3353,-0.3514310783298752,1,0
3354,-1.438974921439079,0,0
3355,-0.8410789185555739,1,0
3356,-0.4388092349489031,1,0
3357,-0.9589621268420806,1,0
3358,-1.1950509165059602,1,0
3359,-0.8724107797430491,1,0
3360,-0.7469505497383316,1,0
3361,-0.871945146116157,1,0
3362,-0.5825157818963839,1,0
3363,-0.7296623521786588,1,0
3364,-0.9937340113643528,1,0
3365,-1.1527124855466946,1,0
3366,-0.8827830786143298,1,0
3367,-0.6198874541688021,1,0
3368,-1.0813047066028647,1,0
3369,-0.616072828876249,1,0
3370,-0.7452700785690353,1,0
3371,-1.1225700851640374,1,0
3372,-0.6035678512734316,1,0
3373,-0.745528272120069,1,0
3374,-0.6585261928505171,1,0
3375,-0.9370429697510757,1,0
3376,-0.9259468437018692,1,0
3377,-0.7711844488991426,1,0
3378,-0.9492106728066552,1,0
3379,-0.545945542406373,1,0
3380,-0.7669952216488363,1,0
3381,-0.5984981102445164,1,0
3382,-1.1572643640818225,1,0
3383,-0.8164704174370041,1,0
3384,-0.7365289727835983,1,0
3385,-0.6925488734572771,1,0
3386,-0.9618186327515432,1,0
3387,-0.8532480970028733,1,0
3388,-0.8520437347416837,1,0
3389,-0.9211890004826029,1,0
3390,-1.2195683859553914,1,0
3391,-0.9409217745834586,1,0
3392,-1.172807910932372,1,0
3393,-0.6705386846971362,1,0
3394,-0.4912841971825621,1,0
3395,-0.5450023244796542,1,0
3396,-1.008695516181285,1,0
3397,-0.7747796834429027,1,0
3398,-0.6018471019101745,1,0
3399,-0.5255650713403531,1,0
3400,-0.4900947363777469,1,0
3401,-1.0701712531431373,1,0
3402,-0.8634890860110572,1,0
3403,-0.9436633474779133,1,0
3404,-0.7851117041202227,1,0
3405,-1.0812405270630348,1,0
3406,-0.6478837497552681,1,0
3407,-0.709966905488324,1,0
3408,-0.9434051539268795,1,0
3409,-0.9430156505127518,1,0
3410,-0.9040799154777596,1,0
3411,-1.0261792031438817,1,0
3412,-1.2638320555703353,1,0
3413,-0.7186572577985884,1,0
3414,-1.1813684287712622,1,0
3415,-0.99739342544794,1,0
3416,-0.8227937988105699,1,0
3417,-1.2506286275271812,1,0
3418,-1.2292915124697905,1,0
3419,-0.6005024298963935,1,0
3420,-0.4144843041189533,1,0
3421,-0.8551091561187218,1,0
3422,-0.9657511418425385,1,0
3423,-0.9791217317675904,1,0
3424,-0.8973819321464405,1,0
3425,-0.6938427919958828,1,0
3426,-1.0269552591887026,1,0
3427,-0.46994708212517167,1,0
3428,-1.1326827150925645,1,0
3429,-0.7184632437873845,1,0
3430,-0.9155640695493739,1,0
3431,-1.0442822595506163,1,0
3432,-1.051835379922958,1,0
3433,-0.8470396486443155,1,0
3434,-0.9570219867300334,1,0
3435,-1.0437524463838943,1,0
3436,-1.2749923611593688,1,0
3437,-1.1554928612433928,1,0
3438,-0.6608543609849776,1,0
3439,-0.6345907654347005,1,0
3440,-0.6953292491539753,1,0
3441,-0.4385241892685604,1,0
3442,-1.117021284443573,1,0
3443,-0.6343952760317739,1,0
3444,-1.0422779398987365,1,0
3445,-0.9990619459443018,1,0
3446,-0.8985072134114314,1,0
3447,-1.2739312594342078,1,0
3448,-1.5763327102754103,0,0
3449,-0.8253025548915799,1,0
3450,-0.5114826049103127,1,0
3451,-0.6989632864999734,1,0
3452,-0.7208675421346067,1,0
3453,-0.7188900746120358,1,0
3454,-0.5059621317108742,1,0
3455,-0.5138883786492521,1,0
3456,-0.9792112880450038,1,0
3457,-0.5476916685072164,1,0
3458,-0.649292601308879,1,0
3459,-0.7470803842097085,1,0
3460,-0.9372369837622824,1,0
3461,-0.7638268179297275,1,0
3462,-0.608028698139429,1,0
3463,-0.8337586149966797,1,0
3464,-0.9540475970221285,1,0
3465,-0.8082710754912209,1,0
3466,-0.9080109491770322,1,0
3467,-0.8064741959151994,1,0
3468,-0.6250467514751334,1,0
3469,-0.7721545189551704,1,0
3470,-0.9112435324359708,1,0
3471,-0.6269868915871835,1,0
3472,-0.6174563036922709,1,0
3473,-0.980802202936884,1,0
3474,-1.3826584817835608,0,0
3475,-0.8879423759206639,1,0
3476,-0.9777904858184611,1,0
3477,-0.6792558891367068,1,0
3478,-0.9643408148972077,1,0
3479,-0.8464576066106982,1,0
3480,-0.6455943844230511,1,0
3481,-0.3983079617596169,1,0
3482,-0.639244150920179,1,0
3483,-0.9447886287429014,1,0
3484,-0.8590013870157565,1,0
3485,-0.7937110247613538,1,0
3486,-1.066653624203859,1,0
3487,-1.2671810472359935,1,0
