metric,baseline_rate,mde_pp,mde_relative_pct,observed_effect_pp,achieved_power,is_well_powered
7-day retention,0.19020134228187918,0.7376150061811748,3.8780746619970032,-0.8201298315205913,0.8857696023365191,1
1-day retention,0.4481879194630872,0.928742694843393,2.072217153813501,-0.5905169787341458,0.43028578572010956,0
